group,function,value,sample_time_nanos,iteration_count
rendezvous-std,rendezvous 16,10,950797.0,4
rendezvous-std,rendezvous 16,10,2316539.0,8
rendezvous-std,rendezvous 16,10,3966673.0,12
rendezvous-std,rendezvous 16,10,4844233.0,16
rendezvous-std,rendezvous 16,10,5843461.0,20
rendezvous-std,rendezvous 16,10,7033514.0,24
rendezvous-std,rendezvous 16,10,8580205.0,28
rendezvous-std,rendezvous 16,10,10470537.0,32
rendezvous-std,rendezvous 16,10,11154075.0,36
rendezvous-std,rendezvous 16,10,12533262.0,40
rendezvous-std,rendezvous 16,10,13244992.0,44
rendezvous-std,rendezvous 16,10,15918088.0,48
rendezvous-std,rendezvous 16,10,16470781.0,52
rendezvous-std,rendezvous 16,10,17436295.0,56
rendezvous-std,rendezvous 16,10,18861639.0,60
rendezvous-std,rendezvous 16,10,20633591.0,64
rendezvous-std,rendezvous 16,10,20693223.0,68
rendezvous-std,rendezvous 16,10,21996567.0,72
rendezvous-std,rendezvous 16,10,22689372.0,76
rendezvous-std,rendezvous 16,10,25248385.0,80
rendezvous-std,rendezvous 16,10,26127508.0,84
rendezvous-std,rendezvous 16,10,26702011.0,88
rendezvous-std,rendezvous 16,10,27346486.0,92
rendezvous-std,rendezvous 16,10,29308191.0,96
rendezvous-std,rendezvous 16,10,30570381.0,100
rendezvous-std,rendezvous 16,10,33150863.0,104
rendezvous-std,rendezvous 16,10,34813731.0,108
rendezvous-std,rendezvous 16,10,33186540.0,112
rendezvous-std,rendezvous 16,10,35193411.0,116
rendezvous-std,rendezvous 16,10,36707129.0,120
rendezvous-std,rendezvous 16,10,38456328.0,124
rendezvous-std,rendezvous 16,10,40087937.0,128
rendezvous-std,rendezvous 16,10,40051139.0,132
rendezvous-std,rendezvous 16,10,41862313.0,136
rendezvous-std,rendezvous 16,10,44324525.0,140
rendezvous-std,rendezvous 16,10,46461438.0,144
rendezvous-std,rendezvous 16,10,46965320.0,148
rendezvous-std,rendezvous 16,10,48638787.0,152
rendezvous-std,rendezvous 16,10,48100241.0,156
rendezvous-std,rendezvous 16,10,50552955.0,160
rendezvous-std,rendezvous 16,10,52161991.0,164
rendezvous-std,rendezvous 16,10,51490287.0,168
rendezvous-std,rendezvous 16,10,52955143.0,172
rendezvous-std,rendezvous 16,10,55591621.0,176
rendezvous-std,rendezvous 16,10,57330592.0,180
rendezvous-std,rendezvous 16,10,57037703.0,184
rendezvous-std,rendezvous 16,10,58367067.0,188
rendezvous-std,rendezvous 16,10,59655616.0,192
rendezvous-std,rendezvous 16,10,60551801.0,196
rendezvous-std,rendezvous 16,10,61527253.0,200
rendezvous-std,rendezvous 16,10,62235046.0,204
rendezvous-std,rendezvous 16,10,62522293.0,208
rendezvous-std,rendezvous 16,10,66182915.0,212
rendezvous-std,rendezvous 16,10,66833791.0,216
rendezvous-std,rendezvous 16,10,69462684.0,220
rendezvous-std,rendezvous 16,10,70594479.0,224
rendezvous-std,rendezvous 16,10,71433706.0,228
rendezvous-std,rendezvous 16,10,71542460.0,232
rendezvous-std,rendezvous 16,10,73910165.0,236
rendezvous-std,rendezvous 16,10,77909650.0,240
rendezvous-std,rendezvous 16,10,73316575.0,244
rendezvous-std,rendezvous 16,10,77064571.0,248
rendezvous-std,rendezvous 16,10,77369741.0,252
rendezvous-std,rendezvous 16,10,79839757.0,256
rendezvous-std,rendezvous 16,10,81435518.0,260
rendezvous-std,rendezvous 16,10,82334709.0,264
rendezvous-std,rendezvous 16,10,81960710.0,268
rendezvous-std,rendezvous 16,10,83539931.0,272
rendezvous-std,rendezvous 16,10,84694389.0,276
rendezvous-std,rendezvous 16,10,87001219.0,280
rendezvous-std,rendezvous 16,10,89060359.0,284
rendezvous-std,rendezvous 16,10,88671371.0,288
rendezvous-std,rendezvous 16,10,90773620.0,292
rendezvous-std,rendezvous 16,10,91276480.0,296
rendezvous-std,rendezvous 16,10,92083378.0,300
rendezvous-std,rendezvous 16,10,91477906.0,304
rendezvous-std,rendezvous 16,10,96100906.0,308
rendezvous-std,rendezvous 16,10,97052784.0,312
rendezvous-std,rendezvous 16,10,97403189.0,316
rendezvous-std,rendezvous 16,10,98605196.0,320
rendezvous-std,rendezvous 16,10,100725107.0,324
rendezvous-std,rendezvous 16,10,103502658.0,328
rendezvous-std,rendezvous 16,10,102046928.0,332
rendezvous-std,rendezvous 16,10,104387872.0,336
rendezvous-std,rendezvous 16,10,106638498.0,340
rendezvous-std,rendezvous 16,10,104843755.0,344
rendezvous-std,rendezvous 16,10,108499837.0,348
rendezvous-std,rendezvous 16,10,111029936.0,352
rendezvous-std,rendezvous 16,10,109342882.0,356
rendezvous-std,rendezvous 16,10,110275255.0,360
rendezvous-std,rendezvous 16,10,113523646.0,364
rendezvous-std,rendezvous 16,10,114572506.0,368
rendezvous-std,rendezvous 16,10,114536589.0,372
rendezvous-std,rendezvous 16,10,116369965.0,376
rendezvous-std,rendezvous 16,10,117093818.0,380
rendezvous-std,rendezvous 16,10,120169706.0,384
rendezvous-std,rendezvous 16,10,122670149.0,388
rendezvous-std,rendezvous 16,10,121900090.0,392
rendezvous-std,rendezvous 16,10,124043796.0,396
rendezvous-std,rendezvous 16,10,124347613.0,400
