group,function,value,sample_time_nanos,iteration_count
rendezvous-std,rendezvous 4,1,1070371.0,13
rendezvous-std,rendezvous 4,1,1758847.0,26
rendezvous-std,rendezvous 4,1,3439629.0,39
rendezvous-std,rendezvous 4,1,3745110.0,52
rendezvous-std,rendezvous 4,1,5129988.0,65
rendezvous-std,rendezvous 4,1,6452288.0,78
rendezvous-std,rendezvous 4,1,7263665.0,91
rendezvous-std,rendezvous 4,1,7900596.0,104
rendezvous-std,rendezvous 4,1,8959684.0,117
rendezvous-std,rendezvous 4,1,10015629.0,130
rendezvous-std,rendezvous 4,1,10559554.0,143
rendezvous-std,rendezvous 4,1,12217023.0,156
rendezvous-std,rendezvous 4,1,12708892.0,169
rendezvous-std,rendezvous 4,1,14177036.0,182
rendezvous-std,rendezvous 4,1,15792715.0,195
rendezvous-std,rendezvous 4,1,16005423.0,208
rendezvous-std,rendezvous 4,1,17367809.0,221
rendezvous-std,rendezvous 4,1,18664552.0,234
rendezvous-std,rendezvous 4,1,19604238.0,247
rendezvous-std,rendezvous 4,1,19789394.0,260
rendezvous-std,rendezvous 4,1,20886946.0,273
rendezvous-std,rendezvous 4,1,20779856.0,286
rendezvous-std,rendezvous 4,1,23878116.0,299
rendezvous-std,rendezvous 4,1,22982282.0,312
rendezvous-std,rendezvous 4,1,25211507.0,325
rendezvous-std,rendezvous 4,1,25607678.0,338
rendezvous-std,rendezvous 4,1,26924710.0,351
rendezvous-std,rendezvous 4,1,29102410.0,364
rendezvous-std,rendezvous 4,1,30286493.0,377
rendezvous-std,rendezvous 4,1,28664321.0,390
rendezvous-std,rendezvous 4,1,30154665.0,403
rendezvous-std,rendezvous 4,1,32516391.0,416
rendezvous-std,rendezvous 4,1,32672142.0,429
rendezvous-std,rendezvous 4,1,35501639.0,442
rendezvous-std,rendezvous 4,1,36612716.0,455
rendezvous-std,rendezvous 4,1,36452356.0,468
rendezvous-std,rendezvous 4,1,37093644.0,481
rendezvous-std,rendezvous 4,1,37375933.0,494
rendezvous-std,rendezvous 4,1,40667224.0,507
rendezvous-std,rendezvous 4,1,40747083.0,520
rendezvous-std,rendezvous 4,1,41698872.0,533
rendezvous-std,rendezvous 4,1,41644901.0,546
rendezvous-std,rendezvous 4,1,43963133.0,559
rendezvous-std,rendezvous 4,1,44287690.0,572
rendezvous-std,rendezvous 4,1,46303216.0,585
rendezvous-std,rendezvous 4,1,47116326.0,598
rendezvous-std,rendezvous 4,1,46512738.0,611
rendezvous-std,rendezvous 4,1,48201144.0,624
rendezvous-std,rendezvous 4,1,49196313.0,637
rendezvous-std,rendezvous 4,1,46826855.0,650
rendezvous-std,rendezvous 4,1,51073802.0,663
rendezvous-std,rendezvous 4,1,53338795.0,676
rendezvous-std,rendezvous 4,1,52592009.0,689
rendezvous-std,rendezvous 4,1,53785380.0,702
rendezvous-std,rendezvous 4,1,53686576.0,715
rendezvous-std,rendezvous 4,1,56840819.0,728
rendezvous-std,rendezvous 4,1,56997884.0,741
rendezvous-std,rendezvous 4,1,58445018.0,754
rendezvous-std,rendezvous 4,1,60043526.0,767
rendezvous-std,rendezvous 4,1,59080025.0,780
rendezvous-std,rendezvous 4,1,62092265.0,793
rendezvous-std,rendezvous 4,1,64203710.0,806
rendezvous-std,rendezvous 4,1,62635700.0,819
rendezvous-std,rendezvous 4,1,64010991.0,832
rendezvous-std,rendezvous 4,1,63987366.0,845
rendezvous-std,rendezvous 4,1,66435391.0,858
rendezvous-std,rendezvous 4,1,68842370.0,871
rendezvous-std,rendezvous 4,1,68347395.0,884
rendezvous-std,rendezvous 4,1,70390513.0,897
rendezvous-std,rendezvous 4,1,72124284.0,910
rendezvous-std,rendezvous 4,1,71004160.0,923
rendezvous-std,rendezvous 4,1,72174768.0,936
rendezvous-std,rendezvous 4,1,73021801.0,949
rendezvous-std,rendezvous 4,1,74815152.0,962
rendezvous-std,rendezvous 4,1,76757533.0,975
rendezvous-std,rendezvous 4,1,78369456.0,988
rendezvous-std,rendezvous 4,1,77267506.0,1001
rendezvous-std,rendezvous 4,1,78403208.0,1014
rendezvous-std,rendezvous 4,1,80076205.0,1027
rendezvous-std,rendezvous 4,1,82245329.0,1040
rendezvous-std,rendezvous 4,1,83098083.0,1053
rendezvous-std,rendezvous 4,1,82237684.0,1066
rendezvous-std,rendezvous 4,1,82373559.0,1079
rendezvous-std,rendezvous 4,1,83744120.0,1092
rendezvous-std,rendezvous 4,1,84165047.0,1105
rendezvous-std,rendezvous 4,1,87284036.0,1118
rendezvous-std,rendezvous 4,1,85660381.0,1131
rendezvous-std,rendezvous 4,1,88621926.0,1144
rendezvous-std,rendezvous 4,1,89337193.0,1157
rendezvous-std,rendezvous 4,1,89819885.0,1170
rendezvous-std,rendezvous 4,1,92565356.0,1183
rendezvous-std,rendezvous 4,1,90536354.0,1196
rendezvous-std,rendezvous 4,1,93671674.0,1209
rendezvous-std,rendezvous 4,1,94730913.0,1222
rendezvous-std,rendezvous 4,1,95207424.0,1235
rendezvous-std,rendezvous 4,1,97875019.0,1248
rendezvous-std,rendezvous 4,1,96906790.0,1261
rendezvous-std,rendezvous 4,1,97766106.0,1274
rendezvous-std,rendezvous 4,1,99830094.0,1287
rendezvous-std,rendezvous 4,1,100375913.0,1300
