group,function,value,sample_time_nanos,iteration_count
rendezvous-local,rendezvous 8,10,1041986.0,4
rendezvous-local,rendezvous 8,10,2258779.0,8
rendezvous-local,rendezvous 8,10,3327806.0,12
rendezvous-local,rendezvous 8,10,4235591.0,16
rendezvous-local,rendezvous 8,10,5712871.0,20
rendezvous-local,rendezvous 8,10,6715002.0,24
rendezvous-local,rendezvous 8,10,7986957.0,28
rendezvous-local,rendezvous 8,10,8457537.0,32
rendezvous-local,rendezvous 8,10,9922062.0,36
rendezvous-local,rendezvous 8,10,9993896.0,40
rendezvous-local,rendezvous 8,10,12674573.0,44
rendezvous-local,rendezvous 8,10,13566699.0,48
rendezvous-local,rendezvous 8,10,12618738.0,52
rendezvous-local,rendezvous 8,10,14715354.0,56
rendezvous-local,rendezvous 8,10,16927556.0,60
rendezvous-local,rendezvous 8,10,17091032.0,64
rendezvous-local,rendezvous 8,10,19532712.0,68
rendezvous-local,rendezvous 8,10,20373853.0,72
rendezvous-local,rendezvous 8,10,20461797.0,76
rendezvous-local,rendezvous 8,10,22135103.0,80
rendezvous-local,rendezvous 8,10,21521997.0,84
rendezvous-local,rendezvous 8,10,24813305.0,88
rendezvous-local,rendezvous 8,10,23780606.0,92
rendezvous-local,rendezvous 8,10,26410067.0,96
rendezvous-local,rendezvous 8,10,27227896.0,100
rendezvous-local,rendezvous 8,10,26899432.0,104
rendezvous-local,rendezvous 8,10,29571874.0,108
rendezvous-local,rendezvous 8,10,29909945.0,112
rendezvous-local,rendezvous 8,10,31548685.0,116
rendezvous-local,rendezvous 8,10,33301860.0,120
rendezvous-local,rendezvous 8,10,33155335.0,124
rendezvous-local,rendezvous 8,10,34200338.0,128
rendezvous-local,rendezvous 8,10,36062626.0,132
rendezvous-local,rendezvous 8,10,38003951.0,136
rendezvous-local,rendezvous 8,10,38677440.0,140
rendezvous-local,rendezvous 8,10,37588266.0,144
rendezvous-local,rendezvous 8,10,41552149.0,148
rendezvous-local,rendezvous 8,10,41558161.0,152
rendezvous-local,rendezvous 8,10,43200027.0,156
rendezvous-local,rendezvous 8,10,42522682.0,160
rendezvous-local,rendezvous 8,10,39009961.0,164
rendezvous-local,rendezvous 8,10,45533095.0,168
rendezvous-local,rendezvous 8,10,47239892.0,172
rendezvous-local,rendezvous 8,10,46257287.0,176
rendezvous-local,rendezvous 8,10,50183861.0,180
rendezvous-local,rendezvous 8,10,51517772.0,184
rendezvous-local,rendezvous 8,10,51971049.0,188
rendezvous-local,rendezvous 8,10,53477183.0,192
rendezvous-local,rendezvous 8,10,56182405.0,196
rendezvous-local,rendezvous 8,10,55196283.0,200
rendezvous-local,rendezvous 8,10,55280881.0,204
rendezvous-local,rendezvous 8,10,54938761.0,208
rendezvous-local,rendezvous 8,10,59136572.0,212
rendezvous-local,rendezvous 8,10,57434443.0,216
rendezvous-local,rendezvous 8,10,58743318.0,220
rendezvous-local,rendezvous 8,10,61485669.0,224
rendezvous-local,rendezvous 8,10,62375242.0,228
rendezvous-local,rendezvous 8,10,64250435.0,232
rendezvous-local,rendezvous 8,10,64927628.0,236
rendezvous-local,rendezvous 8,10,64110904.0,240
rendezvous-local,rendezvous 8,10,66730326.0,244
rendezvous-local,rendezvous 8,10,67385138.0,248
rendezvous-local,rendezvous 8,10,67740172.0,252
rendezvous-local,rendezvous 8,10,68183530.0,256
rendezvous-local,rendezvous 8,10,73160576.0,260
rendezvous-local,rendezvous 8,10,73111524.0,264
rendezvous-local,rendezvous 8,10,73978443.0,268
rendezvous-local,rendezvous 8,10,73917269.0,272
rendezvous-local,rendezvous 8,10,77621197.0,276
rendezvous-local,rendezvous 8,10,75558945.0,280
rendezvous-local,rendezvous 8,10,77054499.0,284
rendezvous-local,rendezvous 8,10,81237411.0,288
rendezvous-local,rendezvous 8,10,80635508.0,292
rendezvous-local,rendezvous 8,10,79699699.0,296
rendezvous-local,rendezvous 8,10,81791456.0,300
rendezvous-local,rendezvous 8,10,84746906.0,304
rendezvous-local,rendezvous 8,10,86117146.0,308
rendezvous-local,rendezvous 8,10,86839114.0,312
rendezvous-local,rendezvous 8,10,84480088.0,316
rendezvous-local,rendezvous 8,10,86334000.0,320
rendezvous-local,rendezvous 8,10,86910297.0,324
rendezvous-local,rendezvous 8,10,89055985.0,328
rendezvous-local,rendezvous 8,10,90221180.0,332
rendezvous-local,rendezvous 8,10,90112508.0,336
rendezvous-local,rendezvous 8,10,90779744.0,340
rendezvous-local,rendezvous 8,10,95246287.0,344
rendezvous-local,rendezvous 8,10,97217237.0,348
rendezvous-local,rendezvous 8,10,96612067.0,352
rendezvous-local,rendezvous 8,10,97489516.0,356
rendezvous-local,rendezvous 8,10,98621200.0,360
rendezvous-local,rendezvous 8,10,99999184.0,364
rendezvous-local,rendezvous 8,10,99169305.0,368
rendezvous-local,rendezvous 8,10,102558484.0,372
rendezvous-local,rendezvous 8,10,103207146.0,376
rendezvous-local,rendezvous 8,10,104279789.0,380
rendezvous-local,rendezvous 8,10,107055312.0,384
rendezvous-local,rendezvous 8,10,106349905.0,388
rendezvous-local,rendezvous 8,10,103291493.0,392
rendezvous-local,rendezvous 8,10,108960582.0,396
rendezvous-local,rendezvous 8,10,109636074.0,400
