group,function,value,sample_time_nanos,iteration_count
async-local,bounded 3,100,475188.0,6
async-local,bounded 3,100,931962.0,12
async-local,bounded 3,100,1543334.0,18
async-local,bounded 3,100,1699045.0,24
async-local,bounded 3,100,5789467.0,30
async-local,bounded 3,100,2220930.0,36
async-local,bounded 3,100,12683680.0,42
async-local,bounded 3,100,3052524.0,48
async-local,bounded 3,100,10793427.0,54
async-local,bounded 3,100,7964022.0,60
async-local,bounded 3,100,6018386.0,66
async-local,bounded 3,100,12405810.0,72
async-local,bounded 3,100,9870975.0,78
async-local,bounded 3,100,8900761.0,84
async-local,bounded 3,100,25256754.0,90
async-local,bounded 3,100,9624705.0,96
async-local,bounded 3,100,19144292.0,102
async-local,bounded 3,100,11139595.0,108
async-local,bounded 3,100,12096163.0,114
async-local,bounded 3,100,28164276.0,120
async-local,bounded 3,100,23555504.0,126
async-local,bounded 3,100,11875209.0,132
async-local,bounded 3,100,32959327.0,138
async-local,bounded 3,100,26044395.0,144
async-local,bounded 3,100,35892878.0,150
async-local,bounded 3,100,24455096.0,156
async-local,bounded 3,100,29615187.0,162
async-local,bounded 3,100,29583308.0,168
async-local,bounded 3,100,21964121.0,174
async-local,bounded 3,100,28430705.0,180
async-local,bounded 3,100,44960892.0,186
async-local,bounded 3,100,31287533.0,192
async-local,bounded 3,100,40967139.0,198
async-local,bounded 3,100,26395331.0,204
async-local,bounded 3,100,40222217.0,210
async-local,bounded 3,100,44683804.0,216
async-local,bounded 3,100,47160341.0,222
async-local,bounded 3,100,40776493.0,228
async-local,bounded 3,100,51311739.0,234
async-local,bounded 3,100,44184471.0,240
async-local,bounded 3,100,46131239.0,246
async-local,bounded 3,100,43212385.0,252
async-local,bounded 3,100,48219701.0,258
async-local,bounded 3,100,66947555.0,264
async-local,bounded 3,100,47157045.0,270
async-local,bounded 3,100,48231082.0,276
async-local,bounded 3,100,51599727.0,282
async-local,bounded 3,100,72117285.0,288
async-local,bounded 3,100,76725817.0,294
async-local,bounded 3,100,79410593.0,300
async-local,bounded 3,100,49070762.0,306
async-local,bounded 3,100,50235599.0,312
async-local,bounded 3,100,65685135.0,318
async-local,bounded 3,100,56951648.0,324
async-local,bounded 3,100,48528658.0,330
async-local,bounded 3,100,48410648.0,336
async-local,bounded 3,100,75278872.0,342
async-local,bounded 3,100,45208735.0,348
async-local,bounded 3,100,72377171.0,354
async-local,bounded 3,100,68344355.0,360
async-local,bounded 3,100,82020099.0,366
async-local,bounded 3,100,73507071.0,372
async-local,bounded 3,100,70699856.0,378
async-local,bounded 3,100,51496704.0,384
async-local,bounded 3,100,96980433.0,390
async-local,bounded 3,100,60264277.0,396
async-local,bounded 3,100,69394588.0,402
async-local,bounded 3,100,41457696.0,408
async-local,bounded 3,100,76308837.0,414
async-local,bounded 3,100,74423094.0,420
async-local,bounded 3,100,65652585.0,426
async-local,bounded 3,100,73562265.0,432
async-local,bounded 3,100,86774443.0,438
async-local,bounded 3,100,77186217.0,444
async-local,bounded 3,100,47786441.0,450
async-local,bounded 3,100,110736316.0,456
async-local,bounded 3,100,88192412.0,462
async-local,bounded 3,100,97169225.0,468
async-local,bounded 3,100,120163282.0,474
async-local,bounded 3,100,91577316.0,480
async-local,bounded 3,100,124747597.0,486
async-local,bounded 3,100,103893951.0,492
async-local,bounded 3,100,95622846.0,498
async-local,bounded 3,100,95980594.0,504
async-local,bounded 3,100,89699367.0,510
async-local,bounded 3,100,89327844.0,516
async-local,bounded 3,100,116796470.0,522
async-local,bounded 3,100,83896464.0,528
async-local,bounded 3,100,108826227.0,534
async-local,bounded 3,100,136436538.0,540
async-local,bounded 3,100,111780247.0,546
async-local,bounded 3,100,116882771.0,552
async-local,bounded 3,100,91108080.0,558
async-local,bounded 3,100,134656902.0,564
async-local,bounded 3,100,97857662.0,570
async-local,bounded 3,100,110719234.0,576
async-local,bounded 3,100,121157268.0,582
async-local,bounded 3,100,107964377.0,588
async-local,bounded 3,100,130372086.0,594
async-local,bounded 3,100,88229632.0,600
