group,function,value,sample_time_nanos,iteration_count
async-std,bounded 1,100,1560438.0,17
async-std,bounded 1,100,2434343.0,34
async-std,bounded 1,100,2151554.0,51
async-std,bounded 1,100,5356850.0,68
async-std,bounded 1,100,3463549.0,85
async-std,bounded 1,100,4794818.0,102
async-std,bounded 1,100,6128252.0,119
async-std,bounded 1,100,9164232.0,136
async-std,bounded 1,100,8122962.0,153
async-std,bounded 1,100,9723297.0,170
async-std,bounded 1,100,12919915.0,187
async-std,bounded 1,100,10970800.0,204
async-std,bounded 1,100,13745068.0,221
async-std,bounded 1,100,14012288.0,238
async-std,bounded 1,100,16703012.0,255
async-std,bounded 1,100,14748766.0,272
async-std,bounded 1,100,17705667.0,289
async-std,bounded 1,100,20180415.0,306
async-std,bounded 1,100,19748046.0,323
async-std,bounded 1,100,20476599.0,340
async-std,bounded 1,100,21734622.0,357
async-std,bounded 1,100,22148266.0,374
async-std,bounded 1,100,24829821.0,391
async-std,bounded 1,100,27077306.0,408
async-std,bounded 1,100,24333984.0,425
async-std,bounded 1,100,27703987.0,442
async-std,bounded 1,100,23891346.0,459
async-std,bounded 1,100,30339106.0,476
async-std,bounded 1,100,27269836.0,493
async-std,bounded 1,100,29952203.0,510
async-std,bounded 1,100,33367660.0,527
async-std,bounded 1,100,32475993.0,544
async-std,bounded 1,100,35114018.0,561
async-std,bounded 1,100,37524746.0,578
async-std,bounded 1,100,32344477.0,595
async-std,bounded 1,100,39034420.0,612
async-std,bounded 1,100,34980297.0,629
async-std,bounded 1,100,41567688.0,646
async-std,bounded 1,100,39547850.0,663
async-std,bounded 1,100,34034618.0,680
async-std,bounded 1,100,42045672.0,697
async-std,bounded 1,100,42166488.0,714
async-std,bounded 1,100,41959481.0,731
async-std,bounded 1,100,49798192.0,748
async-std,bounded 1,100,43391520.0,765
async-std,bounded 1,100,46275674.0,782
async-std,bounded 1,100,46347738.0,799
async-std,bounded 1,100,52052248.0,816
async-std,bounded 1,100,44001079.0,833
async-std,bounded 1,100,51894242.0,850
async-std,bounded 1,100,53851724.0,867
async-std,bounded 1,100,53976948.0,884
async-std,bounded 1,100,60729679.0,901
async-std,bounded 1,100,56391053.0,918
async-std,bounded 1,100,58514475.0,935
async-std,bounded 1,100,54207589.0,952
async-std,bounded 1,100,61447842.0,969
async-std,bounded 1,100,60489589.0,986
async-std,bounded 1,100,55067397.0,1003
async-std,bounded 1,100,60713718.0,1020
async-std,bounded 1,100,57025290.0,1037
async-std,bounded 1,100,59027465.0,1054
async-std,bounded 1,100,67915278.0,1071
async-std,bounded 1,100,67572297.0,1088
async-std,bounded 1,100,68782641.0,1105
async-std,bounded 1,100,67611480.0,1122
async-std,bounded 1,100,70658580.0,1139
async-std,bounded 1,100,68737677.0,1156
async-std,bounded 1,100,69186697.0,1173
async-std,bounded 1,100,73941990.0,1190
async-std,bounded 1,100,68851039.0,1207
async-std,bounded 1,100,67351052.0,1224
async-std,bounded 1,100,67420051.0,1241
async-std,bounded 1,100,77370232.0,1258
async-std,bounded 1,100,76893381.0,1275
async-std,bounded 1,100,79427811.0,1292
async-std,bounded 1,100,73092060.0,1309
async-std,bounded 1,100,80568675.0,1326
async-std,bounded 1,100,79333684.0,1343
async-std,bounded 1,100,83202822.0,1360
async-std,bounded 1,100,82884326.0,1377
async-std,bounded 1,100,87824335.0,1394
async-std,bounded 1,100,86754655.0,1411
async-std,bounded 1,100,88538230.0,1428
async-std,bounded 1,100,85442561.0,1445
async-std,bounded 1,100,92378193.0,1462
async-std,bounded 1,100,89819326.0,1479
async-std,bounded 1,100,89442963.0,1496
async-std,bounded 1,100,89384294.0,1513
async-std,bounded 1,100,85222179.0,1530
async-std,bounded 1,100,87185871.0,1547
async-std,bounded 1,100,89634802.0,1564
async-std,bounded 1,100,91809899.0,1581
async-std,bounded 1,100,91007129.0,1598
async-std,bounded 1,100,101515283.0,1615
async-std,bounded 1,100,101755702.0,1632
async-std,bounded 1,100,104110276.0,1649
async-std,bounded 1,100,95788461.0,1666
async-std,bounded 1,100,102391982.0,1683
async-std,bounded 1,100,101475288.0,1700
