group,function,value,sample_time_nanos,iteration_count
sequential-std,unbounded,10,1091071.0,594
sequential-std,unbounded,10,2088879.0,1188
sequential-std,unbounded,10,2957043.0,1782
sequential-std,unbounded,10,3938578.0,2376
sequential-std,unbounded,10,4928482.0,2970
sequential-std,unbounded,10,5913094.0,3564
sequential-std,unbounded,10,6890262.0,4158
sequential-std,unbounded,10,7869365.0,4752
sequential-std,unbounded,10,8868473.0,5346
sequential-std,unbounded,10,9870979.0,5940
sequential-std,unbounded,10,10852055.0,6534
sequential-std,unbounded,10,11806190.0,7128
sequential-std,unbounded,10,12812914.0,7722
sequential-std,unbounded,10,13795792.0,8316
sequential-std,unbounded,10,14781577.0,8910
sequential-std,unbounded,10,15764015.0,9504
sequential-std,unbounded,10,16803571.0,10098
sequential-std,unbounded,10,18236952.0,10692
sequential-std,unbounded,10,19002164.0,11286
sequential-std,unbounded,10,19796691.0,11880
sequential-std,unbounded,10,20703879.0,12474
sequential-std,unbounded,10,21724848.0,13068
sequential-std,unbounded,10,22666580.0,13662
sequential-std,unbounded,10,23616698.0,14256
sequential-std,unbounded,10,24561416.0,14850
sequential-std,unbounded,10,25591493.0,15444
sequential-std,unbounded,10,26558592.0,16038
sequential-std,unbounded,10,27527665.0,16632
sequential-std,unbounded,10,28723313.0,17226
sequential-std,unbounded,10,29549810.0,17820
sequential-std,unbounded,10,30769341.0,18414
sequential-std,unbounded,10,31494307.0,19008
sequential-std,unbounded,10,32458381.0,19602
sequential-std,unbounded,10,33416915.0,20196
sequential-std,unbounded,10,34653558.0,20790
sequential-std,unbounded,10,35600971.0,21384
sequential-std,unbounded,10,36410556.0,21978
sequential-std,unbounded,10,37388967.0,22572
sequential-std,unbounded,10,38382025.0,23166
sequential-std,unbounded,10,39384520.0,23760
sequential-std,unbounded,10,40575499.0,24354
sequential-std,unbounded,10,41499807.0,24948
sequential-std,unbounded,10,42636896.0,25542
sequential-std,unbounded,10,43319883.0,26136
sequential-std,unbounded,10,44238463.0,26730
sequential-std,unbounded,10,45463043.0,27324
sequential-std,unbounded,10,46283980.0,27918
sequential-std,unbounded,10,47529420.0,28512
sequential-std,unbounded,10,48292577.0,29106
sequential-std,unbounded,10,49266860.0,29700
sequential-std,unbounded,10,50147769.0,30294
sequential-std,unbounded,10,51358184.0,30888
sequential-std,unbounded,10,52204177.0,31482
sequential-std,unbounded,10,53106064.0,32076
sequential-std,unbounded,10,54372714.0,32670
sequential-std,unbounded,10,55068575.0,33264
sequential-std,unbounded,10,56213468.0,33858
sequential-std,unbounded,10,57588501.0,34452
sequential-std,unbounded,10,58101941.0,35046
sequential-std,unbounded,10,59046639.0,35640
sequential-std,unbounded,10,60728196.0,36234
sequential-std,unbounded,10,62661954.0,36828
sequential-std,unbounded,10,62533974.0,37422
sequential-std,unbounded,10,63174673.0,38016
sequential-std,unbounded,10,64174163.0,38610
sequential-std,unbounded,10,65399205.0,39204
sequential-std,unbounded,10,66013233.0,39798
sequential-std,unbounded,10,66901595.0,40392
sequential-std,unbounded,10,68113934.0,40986
sequential-std,unbounded,10,69426460.0,41580
sequential-std,unbounded,10,70275999.0,42174
sequential-std,unbounded,10,70829686.0,42768
sequential-std,unbounded,10,72421053.0,43362
sequential-std,unbounded,10,72827484.0,43956
sequential-std,unbounded,10,73805904.0,44550
sequential-std,unbounded,10,75051896.0,45144
sequential-std,unbounded,10,76228165.0,45738
sequential-std,unbounded,10,76996885.0,46332
sequential-std,unbounded,10,77932024.0,46926
sequential-std,unbounded,10,79141817.0,47520
sequential-std,unbounded,10,79958766.0,48114
sequential-std,unbounded,10,80718016.0,48708
sequential-std,unbounded,10,81939552.0,49302
sequential-std,unbounded,10,82927059.0,49896
sequential-std,unbounded,10,83591884.0,50490
sequential-std,unbounded,10,85296824.0,51084
sequential-std,unbounded,10,85895183.0,51678
sequential-std,unbounded,10,87116789.0,52272
sequential-std,unbounded,10,87622775.0,52866
sequential-std,unbounded,10,88656340.0,53460
sequential-std,unbounded,10,89694271.0,54054
sequential-std,unbounded,10,91072360.0,54648
sequential-std,unbounded,10,91641184.0,55242
sequential-std,unbounded,10,92531580.0,55836
sequential-std,unbounded,10,94219548.0,56430
sequential-std,unbounded,10,94542883.0,57024
sequential-std,unbounded,10,95748539.0,57618
sequential-std,unbounded,10,96451825.0,58212
sequential-std,unbounded,10,97704529.0,58806
sequential-std,unbounded,10,98819194.0,59400
